315;трал р/гл 27,5/87,6 м пр.1,05 КЭБ
322;трал р/гл 27.5/36.6 м пр.105 КЭБ
494;трал р/гл 27.5/37.6 м пр. 516 КЭБ Промрыболовства
93;трал р/гл 28/35 м пр. ОД КМПО
73;трал р/гл 28/37,5 м пр. УПФ КМПО
399;трал р/гл 30,1/37,3 м пр.КЗ ИМ.В.И.ЛЕНИНА
391;трал р/гл 30/35,6 м пр.ПКРКС
29;трал р/гл 30/64 м пр.306 КЭБ
10;трал р/гл 32.5/50 м пр.017 КЭБ
398;трал р/гл 32/32 м пр. ИП Прокопьев А.Л.
181;трал р/гл 33.5/33.5 м
326;трал р/гл 33/96 м пр.018 КЭБ КРП
114;трал р/гл 34/140 м пр.ОД НБТФ
90;трал р/гл 36/62 м пр. ОД КМПО
374;трал р/гл 37.1/39.2 м импортный (Дания)
396;трал р/гл 39.9/35.02 м пр. Авача-Трал
496;трал р/гл 40.3/39.3 м пр. СВК
321;трал р/гл 40.6/156 пр.8.32 ДВЖ
323;трал р/гл 45/56 м пр.4.07 ДВФ
504;трал р/гл 49.5/32.4 м пр. №279/12 ЭКБ Промрыболовства
314;трал р/гл 52.6/150 м пр.074 КЭБ
317;трал р/гл 52/208 м пр.ОД БТФ СРП
582;трал р/гл 53.2/336 м импортный (Корея)
318;трал р/гл 54.4/192 м пр.КЭБ
87;трал р/гл 57/360 м пр.950 ПЭБ
553;"трал р/гл 592/156.6 м пр. ""MoreNot"" Норвегия"
8;трал р/гл 60/256 м пр.149 КЭБ
311;трал р/гл 60/280 м пр.БТФ СРП
313;трал р/гл 62.4/208 м пр.087 КЭБ
115;трал р/гл 62/368 м пр.188 КЭБ
82;трал р/гл 63/240 м пр,4.19 ДВФ
121;трал р/гл 63/322 м пр.4.19 ДВФ НПО
88;трал р/гл 64/322 м пр.ОД БТФ ПРП
112;трал р/гл 65/350 м пр.ОД НБТФ
89;трал р/гл 66/350 м пр.8.13 ДВФ
555;трал р/гл 704 м импортный Дания
566;"трал р/гл 73.4/360 м пр. ОАО ""Рыболовецкий колхоз ""Новый Мир"""
561;"трал р/гл 74/455 м пр. ФОЛ ""Морское снабжение"
101;трал р/гл 74/460 м
583;трал р/гл 75.2/332.8 м импортный (Корея)
86;трал р/гл 76/352 м пр.025 ОД БАМП
312;трал р/гл 76/364 м пр.970 КЭБ
7;трал р/гл 77.4/202 м пр.2.02 ДВФ
5;трал р/гл 78/420 м пр. 066 КЭБ
601;трал р/гл 80/376 м пр. ЗАО ФОЛ
56;трал р/гл 80/376 м пр.ПЭБ
507;"трал р/гл 80/396 м пр. ООО ""Приморснастьсервис"""
560;"трал р/гл 80/396 м пр. ООО ""ПФОЛ"""
30;трал р/гл 80/520 м пр..073 ОД БАМР
532;"трал р/гл 84.2/540 м KT-MR-20R ""Korea traling industries Co LTD"""
409;трал р/гл 84/66 м пр. Авача-Трал
120;трал р/гл 89/450 м пр.4.18 ДВФ НПО
98;трал р/гл 93/450 м пр. ТИНРО
567;"трал р/гл 98/420 м пр. ОАО ""Рыболовецкий колхоз ""Новый Мир"""
96;трал р/гл 98/620 м пр.002 ОД БОР СРП
84;трал р/гл 98/620 м пр.8.13/8 ДВФ
327;трал р/гл 99/624 м пр.280 КЭБ
991;трал р/гл 991
999;трал р/гл 999
579;трал р/гл E/744 м импортный (Ю.Корея)
926;трал р/гл Egersund 1200
927;трал р/гл Egersund 1440
920;трал р/гл Egersund 608
551;трал р/гл GLORIA 1144 156/161/1144 м произв Hampid
921;трал р/гл Gloria Hiflow 1144
552;трал р/гл POLLOCK HARVESTER 1144 155/162/1144 м Rofia GmbH, Германия
578;трал р/гл W/608 м импортный (Ю.Корея)
557;трал р/гл канатный 159.2/268.8 пр 24/14 Авача-Трал
79;трал р/гл не зарегистрированный НПО ПР
116;трал р/гл облегченный 166/800 м пр.192 КЭБ
912;трал р/гл прочий
80;трал разноглубинный решетчатый
204;тралы р/гл прочих проектов без селективного устройства
550;удочки ручные
122;фикктен вариант 1 200 см вес 250 кг пр.8.13/23-6 ДВФ НПО
123;фикктен вариант 2 200 см вес 270 кг пр.8.13/23-6 ДВФ НПО
124;фикктен вариант 3 178 см вес 250 кг пр.8.13/23-6 ДВФ НПО
